,appId,title,gov_name,summary,developer
0,id.go.sulselprov.smartoffice,SmartOffice Prov. Sulsel,pemerintah provinsi Sulawesi Selatan,Application Letter of the Province of South Sulawesi,Pemerintah Provinsi Sulawesi Selatan
1,id.go.sulselprov.baper,Baruga Sulsel,pemerintah provinsi Sulawesi Selatan,Baruga Community Services in South Sulawesi,Pemerintah Provinsi Sulawesi Selatan
2,id.go.sulselprov.data,Open Data Prov. Sulsel,pemerintah provinsi Sulawesi Selatan,South Sulawesi Data in One Port,Pemerintah Provinsi Sulawesi Selatan
3,id.go.sulselprov.anak,ArsipNA Keluarga SULSEL,pemerintah provinsi Sulawesi Selatan,South Sulawesi Family Archives Application,Pemerintah Provinsi Sulawesi Selatan
4,id.go.sulselprov.simap,Simap Sulsel,pemerintah provinsi Sulawesi Selatan,Licensing Apps,Pemerintah Provinsi Sulawesi Selatan
5,com.siritta.sulsel.prov,SIRITTA Prov.Sulawesi Selatan Ver.2,pemerintah provinsi Sulawesi Selatan,SIRITTA Prov. Sulsel,FutuRis Model
6,com.disdukcapildaldukkbsulsel.disdukcapildaldukkbsulsel,Disdukcapil Dalduk KB Sulsel,pemerintah provinsi Sulawesi Selatan,Aplikasi informasi mengenai Bidang KB Dinas Dukcapil Dalduk Prov. SulSel,Compro Innova Solution
7,id.go.sulselprov.baruga.barugamonitoring,Baruga Monitoring,pemerintah provinsi Sulawesi Selatan,Monitoring complaints in Baruga,Pemerintah Provinsi Sulawesi Selatan
8,com.berita.sulsel,Berita Sulsel,pemerintah provinsi Sulawesi Selatan,SULSEL news RSS news readers are applications around South Sulawesi,M-Media Soft
9,com.kumaladev.latippa,LATIPPA Sulsel,pemerintah provinsi Sulawesi Selatan,LATIPPA (Fast Livestock Traffic Permit) South Sulawesi,KumalaDev
10,com.slacker.radio,LiveXLive - Streaming Music and Live Events,pemerintah provinsi Sulawesi Selatan,Free access to the music you love and live stream events from around the world.,Slacker Inc.
11,lol.onevone,1v1.LOL - Third Person Shooter Building Simulator,pemerintah provinsi Sulawesi Selatan,"Online Build Fight Simulator: Building, Aiming &amp; Multiplayer Battle Royale",JustPlay.LOL
12,com.enflick.android.TextNow,"TextNow - Free Text, Voice and Video Calling App",pemerintah provinsi Sulawesi Selatan,"Get unlimited texts, voice and video calls using a 2nd phone number for free","TextNow, Inc."
13,com.budgestudios.HelloKittyNailSalon,Hello Kitty Nail Salon,pemerintah provinsi Sulawesi Selatan,Create supercute manicures with Hello Kitty!,Budge Studios
14,com.cyberlink.youperfect,YouCam Perfect - Best Photo Editor & Selfie Camera,pemerintah provinsi Sulawesi Selatan,"Snap a cute selfie📷Try filters, pic collages &amp; more with our cool photo editor!",Perfect Mobile Corp.
15,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah provinsi Sulawesi Selatan,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
16,games.nerf.epic.pranks.free,NERF Epic Pranks!,pemerintah provinsi Sulawesi Selatan,Prank &#39;em all!,HOMA GAMES
17,com.playtoddlers.centralhospitalstories.free,Central Hospital Stories,pemerintah provinsi Sulawesi Selatan,Play with doctors and patients and help pregnant women to give birth to newborns,PlayToddlers
18,com.hyperdivestudio.papersgradeplease,Papers Grade Please!,pemerintah provinsi Sulawesi Selatan,Are your students failures?,Lion Studios
19,com.mapfactor.navigator,MapFactor Navigator - GPS Navigation Maps,pemerintah provinsi Sulawesi Selatan,FREE GPS Navigation - offline maps from OSM &amp; TomTom. Right way everytime.,MapFactor
20,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah provinsi Sulawesi Selatan,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
21,air.com.pixelstudio8.venom.angry.crash.rush.io.online,Venom Angry Crashy Rush Online,pemerintah provinsi Sulawesi Selatan,"Venom.io is amazing online game, you must eat other snake or will be eaten",Pixel Studio 8
22,com.crazylabs.lady.bug,Miraculous Ladybug & Cat Noir,pemerintah provinsi Sulawesi Selatan,An OFFICIAL Miraculous Ladybug app! Enjoy this superhero runner game!,Crazy Labs by TabTale
23,com.titan.cd.gb,Creative Destruction,pemerintah provinsi Sulawesi Selatan,Smash and Shoot!,NetEase Games
24,com.yolostudio.theimpostor,Red Imposter: Nightmare Christmas,pemerintah provinsi Sulawesi Selatan,Kill them all,OneSoft Global PTE. LTD.
25,id.dasawisma.android,Carik Jakarta,pemerintah provinsi DKI Jakarta,Family Data Collection Application by the Chairperson of Wisma PKK Dasa DKI Jakarta Province,Dinas PPAPP dan TP-PKK Provinsi DKI Jakarta
26,com.vjy.cekpajakkendaraandkijakartaonline,Cek Pajak Kendaraan DKI Jakarta (Online),pemerintah provinsi DKI Jakarta,Cek Pajak Kendaraan DKI Jakarta (Online),VJY Apps
27,com.studio.anisa.cekpajakjakarta,DKI Jakarta Cek Pajak Kendaraan,pemerintah provinsi DKI Jakarta,Cek Pajak Kendaraan Khusus DKI Jakarta,Anisa Studio
28,id.go.jakarta.pelayanan.lacakberkas,Lacak Berkas,pemerintah provinsi DKI Jakarta,Track Files DPMPTSP Jakarta,Abrar
29,com.jakartacctv,CCTV Jakarta Online,pemerintah provinsi DKI Jakarta,Monitor Jakarta with CCTV Jakarta Online,JNN Dev
30,appinventor.ai_chendiastudio.Kejati_DKI,Layanan Terpadu Wilayah DKI Jakarta,pemerintah provinsi DKI Jakarta,Integrated Services of the DKI Jakarta Region,Chendia Studio
31,id.compro.psmtidkijakarta,PSMTI DKI Jakarta,pemerintah provinsi DKI Jakarta,Mobile Applikasi Paguyuban Sosial Marga Tionghua Indonesia DKI Jakarta.,QmaxArmy
32,id.bigio.beritajakarta,Berita Jakarta,pemerintah provinsi DKI Jakarta,News Jakarta is the official news application belongs to Jakarta Provincial Government,Berita Jakarta
33,xyz.indonesiabisa.jakarta,PAJAK KENDARAAN JAKARTA,pemerintah provinsi DKI Jakarta,MOTOR VEHICLE TAX CHECKS / PKB JAKARTA,Indonesia Bisa
34,com.saranajaya.samawa,SAMAWA DP 0,pemerintah provinsi DKI Jakarta,DP 0 Rupiah SAMAWA home program registration application,Perumda Sarana Jaya
35,com.iznan.perpanjangsim,Perpanjang SIM DKI Jakarta,pemerintah provinsi DKI Jakarta,no need to remember anymore when and where to extend your SIM,Mari Berkembang
36,com.IOSPROVINSIDKIJAKARTA,IOS PROVINSI DKI JAKARTA,pemerintah provinsi DKI Jakarta,IOS PROVINCE DKI JAKARTA,Agus Suwardi
37,id.go.jakarta.dinkes.esehatjakarta,e-Sehat Dinas Kesehatan DKI Jakarta,pemerintah provinsi DKI Jakarta,Health Information Application for DKI Jakarta Residents (Official),Dinas Kesehatan Provinsi DKI Jakarta
38,id.muidki,MUI Jakarta,pemerintah provinsi DKI Jakarta,MUI DKI Jakarta application,Infokom MUI Jakarta
39,com.berita.jabodetabek.bangkitlaboratory,Berita Jabodetabek : Berita Jakarta & Sekitarnya,pemerintah provinsi DKI Jakarta,"The Jakarta, Bogor, Depok, Tangerang, and Bekasi News Portal applications are updated",Bangkit Laboratory
40,com.offline_map_jakarta,Jakarta Offline Map,pemerintah provinsi DKI Jakarta,Jakarta Offline Map,World Offline Maps | Tourist Info
41,com.kabar.jabodetabek.bangkitlaboratory,Kabar Jakarta: Info Berita Jakarta dan Sekitarnya,pemerintah provinsi DKI Jakarta,"The most complete Jakarta, Bogor, Depok, Tangerang &amp; Bekasi Regional News Portals",Bangkit Laboratory
42,hagemaruf.wasnakerdki.suket,SUKET K3 DKI Jakarta,pemerintah provinsi DKI Jakarta,Application for submission of Online K3 Compliance Requirements,Disnaker DKI Jakarta
43,id.go.jabarprov.pikobar,PIKOBAR Jawa Barat,pemerintah provinsi DKI Jakarta,PIKOBAR Information and Coordination Centre for Disease and Disaster - West Java,Pemerintah Provinsi Jawa Barat
44,mam.reader.ijakarta,iJakarta,pemerintah provinsi DKI Jakarta,"Baca buku kapan pun dan di mana pun, perpustakaan digital dalam genggamanmu!",PT Woolu Aksara Maya
45,appinventor.ai_radiodisdik.RadioDIsdikDKI,RadioDisdikDKI,pemerintah provinsi DKI Jakarta,Radio news and education information for DKI Jakarta Province,DINAS PENDIDIKAN DKI JAKARTA
46,com.thunkable.android.rudiadadisini.cek_stnk_kendaraan,Cek Pajak STNK Anda,pemerintah provinsi DKI Jakarta,Application of motor vehicle registration tax checks,Droidot Publisher
47,id.bigio.ipj,IPJ - Infopangan Jakarta,pemerintah provinsi DKI Jakarta,"Info harga harian beras, daging, telur, ayam dan 34 komoditas lain di Jakarta",Info Pangan Jakarta
48,com.puskesmascilandak.e_jiwa,e-Jiwa,pemerintah provinsi DKI Jakarta,Mental Health Application made by the DKI Jakarta Provincial Health Office,Dinas Kesehatan Provinsi DKI Jakarta
49,com.itbjaki,JaKi,pemerintah provinsi DKI Jakarta,Your personal traffic safety assistant,JaKi
50,go.id.jambiprov.nakertrans.sibakol,Sibakol,pemerintah provinsi Jambi,Sibakol - Online job fair information system,Disnakertrans Provinsi Jambi
51,com.bpsjambi.statistikjambi,Statistik Jambi,pemerintah provinsi Jambi,"Statistical Application in Jambi Province, presents statistical data in hand",BPS Provinsi Jambi
52,goidjambikota.sikoja,SikoJa,pemerintah provinsi Jambi,Jambi City Information System,Pemerintah Kota Jambi
53,co.jambi.androids,Jambi.co - Portal Berita Provinsi Jambi Terlengkap,pemerintah provinsi Jambi,"Jambi.co provides the most updated, reliable news about the news of our village",Mean Indonesia
54,com.koran.jambi.berita.daerah.provinsi.jambi,Koran Jambi ( Berita Daerah Provinsi Jambi),pemerintah provinsi Jambi,Jambi Province&#39;s regional news application is the most complete and up to date,Bangkit Laboratory
55,com.bpsjambi.bernas,Bernas,pemerintah provinsi Jambi,Sakernas Workbook of the Central Bureau of Statistics,BPS Provinsi Jambi
56,com.andromo.dev832805.app948939,Lagu Daerah Jambi Ofline,pemerintah provinsi Jambi,The best collection of songs from the Jambi region,monyetblog
57,com.jambi.terkini,Jambi Terkini,pemerintah provinsi Jambi,news about Jambi,Aplikasi-Android
58,com.vjy.cekpajakkendaraanjambi,Cek Pajak Kendaraan Jambi,pemerintah provinsi Jambi,Cek Pajak Kendaraan Bermotor Jambi,VJY Apps
59,com.thunkable.android.jonidevelopers.WisataJambi,Wisata Provinsi Jambi,pemerintah provinsi Jambi,Travel Discover What&#39;s In Jambi City,Jonideveloper
60,com.skp.jambi,SKP Jambi - Web Login,pemerintah provinsi Jambi,Web login application - SKP Online Jambi,Mitra Pendidikan
61,id.anwarhasan.spmportapeg,SPMP Ortapeg Kanwil Kemenag Provinsi Jambi,pemerintah provinsi Jambi,System of Control and Monitoring of Ortapeg Services at the Regional Office of the Ministry of Religion in Jambi Province,AnwarHasan.id
62,com.vokasijambi.vokasijambi,VOKASI JAMBI,pemerintah provinsi Jambi,Mobile Apps VOKASI JAMBI menjadi Rumah Bersama membangun Gerakan Vokasi Jambi,Poljam Enterprise
63,com.jpstudioapp.lagujambikerincipopuleroffline,Koleksi lagu jambi kerinci terbaik populer offline,pemerintah provinsi Jambi,a collection of the best and most popular Jambi songs mp3 offline,jpstudioapp
64,id.anwarhasan.humastv,Humas TV Kanwil Kemenag Jambi,pemerintah provinsi Jambi,Public Relations TV Regional Office of the Ministry of Religion Jambi Province,AnwarHasan.id
65,goid.jambikota.keckotabaru,Kecamatan Kotabaru Jambi,pemerintah provinsi Jambi,The official application of the Kotabaru sub-district of Jambi,Pemerintah Kota Jambi
66,com.studio.anisa.cekpajakjambi,Jambi Cek Pajak Kendaraan,pemerintah provinsi Jambi,Cek Pajak Kendaraan khusus Provinsi Jambi,Anisa Studio
67,goid.jambikota.site,Berita PemKot Jambi,pemerintah provinsi Jambi,Official application Jambi City,Pemerintah Kota Jambi
68,goid.kotajambi.ppid_kota_jambi,PPID KOTA JAMBI,pemerintah provinsi Jambi,Aplikasi Informasi Perangkat Daerah Pemerintah Kota Jambi,Pemerintah Kota Jambi
69,com.portal.jambi.official,Portal Jambi,pemerintah provinsi Jambi,Jambi Portal Where to Find Trusted Information on the Jambi Community,Pahdizul
70,io.kodular.samsuriusba.Adat_Jambi,Seloko Adat Jambi Dalam Acara Pernikahan,pemerintah provinsi Jambi,Seloko Indigenous Jambi in Weddings,Samsuri
71,id.compro.kokujambi,KOKU JAMBI,pemerintah provinsi Jambi,KoKu Jambi(Komunitas&amp;Kuliner Jambi)<br>Penumbuh Pariwisata Hiburan &amp; Kuliner Rakyat,Poljam Enterprise
72,com.gws20.asikmen,Asik Men,pemerintah provinsi Jambi,Cool application provides statistical information on BPS Merangin District activities,BPS Provinsi Jambi
73,com.jbimntp.jambimantaps,Tema Keyboard: Jambi Mantap,pemerintah provinsi Jambi,Decorate your HP keyboard with Jambi Mantap Themes,Websiteku
74,io.kodular.samsuriusba.KBJ,Kamus Bahasa Jambi,pemerintah provinsi Jambi,KBJ means Jambi Language Dictionary,Samsuri
75,com.studio.anisa.cekpajaksumut,Sumatera Utara Cek Pajak Kendaraan,pemerintah provinsi Sumatera Utara,Cek Pajak Kendaraan Khusus Sumatera Utara,Anisa Studio
76,sumut.smart.ssp,Sumut Smart Province,pemerintah provinsi Sumatera Utara,Application that provides information about the Province of North Sumatra,Dinas Komunikasi dan Informatika Provsu
77,com.pemkomedan.siap,SIAP Pemko Medan,pemerintah provinsi Sumatera Utara,Public Administration Information System Medan City Government,M2U Developer
78,com.vjy.cekpajakkendaraansumutonline,Cek Pajak Kendaraan Sumut (Online),pemerintah provinsi Sumatera Utara,North Sumatra Province Vehicle Tax Check (Online),VJY Apps
79,com.berita.sumatera.utara,Berita Sumut : Informasi Daerah Sumatera Utara,pemerintah provinsi Sumatera Utara,Updated North Sumatra regional news portal application,Bangkit Laboratory
80,id.compro.ikpisumut,IKPI Sumut,pemerintah provinsi Sumatera Utara,Aplikasi informasi tentang Ikatan Konsultan Pajak Indonesia (IKPI) Sumut.,Compro Innova Solution
81,com.radio.sumatera.utara,Radio Sumatera Utara,pemerintah provinsi Sumatera Utara,"Special Radio for the province of North Sumatra, Indonesia",YOYOG APP
82,com.ptspsumut.androidweb,PTSP KEJATI SUMUT,pemerintah provinsi Sumatera Utara,Integrated Service for One Door of North Sumatra High Prosecutors Office (PTSP KEJATI SUMUT),KEJATI SUMUT
83,com.appsheet.whitelabel.guid_3221e12e_0964_4583_8903_25bc04a13fc3,Sastra Daerah Sumatera Utara,pemerintah provinsi Sumatera Utara,Developed by field and language university students of Medan state universities,Khairil Irfan Lubis
84,com.kejatisumutnvd.androidweb,ADHYAKSA TV SUMATERA UTARA,pemerintah provinsi Sumatera Utara,ADHYAKSA TV SUMATERA UTARA A trobosan flagship application Kejati SUMUT,KEJATI SUMUT
85,com.streaming.radiomedan,Radio Medan Sumatra Utara FM Streaming Online,pemerintah provinsi Sumatera Utara,"Streaming Radio FM di Medan Sumatera Utara online, paling lengkap se Indonesia.",Almeda Media
86,com.iadsumut.androidweb,IAD SUMUT,pemerintah provinsi Sumatera Utara,APLIKASI IKATAN ADHYAKSA DHARMAKARINI WILAYAH SUMATERA UTARA,KEJATI SUMUT
87,ghozien.absensibpssumut,Absensi BPS Sumut,pemerintah provinsi Sumatera Utara,Attendance BPS North Sumatra Province,Inovasi BPS Sumatera Utara
88,com.epip.androidweb,E-PIP Kejati Sumut,pemerintah provinsi Sumatera Utara,North Sumatra Public Prosecutor&#39;s Online Public Information Service,KEJATI SUMUT
89,com.sipelakudumas.androidweb,SIPELAKU DUMAS KEJATI SUMUT,pemerintah provinsi Sumatera Utara,SIPELAKUDUMAS is a Information System for Legal Services and Public Complaints,KEJATI SUMUT
90,satu.sumut.djpb,SATU SUMUT Kanwil DJPb Provinsi Sumut,pemerintah provinsi Sumatera Utara,"Application of North Sumatra North Sumatra Regional Office. The Satker Asked Me, All Answered Completely.",A&R Development
91,com.berita.sumut,Berita Sumut,pemerintah provinsi Sumatera Utara,Is an RSS News reader program,M-Media Soft
92,id.compro.toyotamedansumut,Toyota Medan Sumut,pemerintah provinsi Sumatera Utara,Aplikasi Mobile Toyota (Informasi &amp; Penjualan) untuk Wilayah Medan &amp; Sekitarnya.,Mobile Apps Consultant
93,com.muisumut.kedaiwakaf,MUI SUMUT,pemerintah provinsi Sumatera Utara,North Sumatra MUI is a Large Tent of Muslims,Akmaluddin Syahputra
94,com.berita.sumut.terbaru,Berita Sumut Terbaru,pemerintah provinsi Sumatera Utara,"Sumut news latest lightweight applications, consisting of various news portal of North Sumatra.",HeroTech
95,web.asahansatu.webview,Asahansatu,pemerintah provinsi Sumatera Utara,"The Most Trusted and Fastest News Portal for Asahan, Coal and Tanjung Balai",Freehost.ID
96,id.go.bps.langkat.didia,Didia,pemerintah provinsi Sumatera Utara,Aplikasi Pencari Data dan Informasi,Inovasi BPS Sumatera Utara
97,com.rikkeslasumut.app,Rikkesla Polda Sumut,pemerintah provinsi Sumatera Utara,Application for viewing and consultation results online scr rikkes member of North Sumatra Police,ABSystem
98,com.thunkable.android.rudiadadisini.cek_stnk_kendaraan,Cek Pajak STNK Anda,pemerintah provinsi Sumatera Utara,Application of motor vehicle registration tax checks,Droidot Publisher
99,ghozien.indikator.bps.prov,Indikator Penting Provinsi,pemerintah provinsi Sumatera Utara,Some Important Indicators Province,Inovasi BPS Sumatera Utara
100,com.technosstudio.e_office_mobile,E-OFFICE SULTRA,pemerintah provinsi Sulawesi Tenggara,E-Office merupakan aplikasi yang memudahkan proses surat menyurat antar OPD,Techno's Studio
101,com.zonasultra,ZonaSultracom,pemerintah provinsi Sulawesi Tenggara,Get the Latest News from ZONASULTRA.COM<br>Online Media Southeast Sulawesi,PT. Citra Media Abadi
102,com.rnyulianto.sidewi,Sidewi,pemerintah provinsi Sulawesi Tenggara,SIDEWI is an application for accessing data from Wakatobi Regency,BPS Provinsi Sulawesi Tenggara
103,com.virtualbox.torchick.rog,SISERA,pemerintah provinsi Sulawesi Tenggara,Socioeconomic Information Systems Southeast Sulawesi Province,BPS Provinsi Sulawesi Tenggara
104,com.disparda.northsulawesitourism,North Sulawesi Tourism,pemerintah provinsi Sulawesi Tenggara,This application contains tourism information in the province of North Sulawesi,VD'sign Tech
105,com.thunkable.android.rudiadadisini.cek_stnk_kendaraan,Cek Pajak STNK Anda,pemerintah provinsi Sulawesi Tenggara,Application of motor vehicle registration tax checks,Droidot Publisher
106,com.skynetdumai.lagudaerahindonesia,Lagu Daerah Indonesia,pemerintah provinsi Sulawesi Tenggara,Listen and sing Indonesian Traditional Song,Skynet Dumai
107,com.ipds.sulut,SIPEDAS Mantap!,pemerintah provinsi Sulawesi Tenggara,North Sulawesi BPS,BPS Provinsi Sulawesi Utara
108,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah provinsi Sulawesi Tenggara,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
109,com.oprex.nopol,Cek Pajak Kendaraan,pemerintah provinsi Sulawesi Tenggara,"Check vehicle tax JABAR, JATIM, RIAU, SUMBAR, DIY, KALBAR, SULSEL",Oprex Studio
110,com.sipedas2.bitung,Bitung-SIPEDAS Mantap!,pemerintah provinsi Sulawesi Tenggara,"Bitung-SIPEDAS Sweet! is Services Statistics Safe, Right &amp; Fast",BPS Provinsi Sulawesi Utara
111,com.skynetdumai.kamda,Kamus Daerah Indonesia,pemerintah provinsi Sulawesi Tenggara,Let&#39;s learn and preserve Indonesian local language,Skynet Dumai
112,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah provinsi Sulawesi Tenggara,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
113,com.vzw.ecid,Verizon Call Filter,pemerintah provinsi Sulawesi Tenggara,Identify callers by name and block unwanted calls based on your risk level.,Verizon Consumer Group
114,me.dingtone.app.im,"Free Phone Call App, Free Texting + Calling Number",pemerintah provinsi Sulawesi Tenggara,"Free WiFi calling app, free call and text app, free phone number for prank calls","Dingtone, Inc."
115,app.zenly.locator,"Zenly - Your map, your people",pemerintah provinsi Sulawesi Tenggara,From Snap Inc.,ZENLY
116,com.life360.android.safetymapd,Life360: Family Locator & GPS Tracker for Safety,pemerintah provinsi Sulawesi Tenggara,"Comprehensive family safety membership plans for busy, modern life.",Life360
117,com.espn.score_center,ESPN,pemerintah provinsi Sulawesi Tenggara,"Get scores, news, alerts &amp; watch live sports",Disney
118,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah provinsi Sulawesi Tenggara,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
119,com.wb.goog.injustice,Injustice: Gods Among Us,pemerintah provinsi Sulawesi Tenggara,Build an epic roster of DC heroes and villains and get ready for battle!,Warner Bros. International Enterprises
120,com.fsp.android.phonetracker,Find My Phone,pemerintah provinsi Sulawesi Tenggara,Can&#39;t find your iPhone or Android phone? Use Find My Phone to get it back fast!,Family Safety Production
121,yuku.kbbi5,Kamus Besar Bahasa Indonesia,pemerintah provinsi Sulawesi Tenggara,The official app Indonesian Dictionary Fifth Edition (KBBI V),"Badan Bahasa, Kemendikbud"
122,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah provinsi Sulawesi Tenggara,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
123,com.oovoo,"ooVoo Video Calls, Messaging & Stories",pemerintah provinsi Sulawesi Tenggara,"Join a community of over 180M users! Video chat, message &amp; find amazing stories",ooVoo LLC
124,com.gogii.textplus,textPlus: Free Text & Calls,pemerintah provinsi Sulawesi Tenggara,"FREE SMS Texting, Picture Messaging, Calls and Voicemail. Unlimited!",textPlus
125,freedomain.on28,Kamus Babel - Bangka Belitung,pemerintah provinsi Kepulauan Bangka Belitung,Dictionary of Babel - Bangka Belitung language vocabulary for Bangka Belitung Province,Ihaca Happy
126,id.babelreview,Babel Review | Tabloid Pariwisata Bangka Belitung,pemerintah provinsi Kepulauan Bangka Belitung,Read news about tourism in the recent Pacific Islands babelreview.co.id,PT. Media Pariwisata Indonesia
127,id.rmolbabel.app,RMOL BABEL - Situasi Terkini Bangka Belitung,pemerintah provinsi Kepulauan Bangka Belitung,Republik Merdeka Online - RMOL Babylon News Agency,r-tech.io
128,com.bhakom.crew_new,Bhabin Perairan,pemerintah provinsi Kepulauan Bangka Belitung,Application for Bhabin Waters members responding to help from the community,GAOL'S
129,com.otoreport.supernova,Supernova Payment - Agen Pulsa Bangka Belitung,pemerintah provinsi Kepulauan Bangka Belitung,Credit Agent Bangka Belitung,Haisen Supernova
130,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah provinsi Kepulauan Bangka Belitung,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
131,com.oovoo,"ooVoo Video Calls, Messaging & Stories",pemerintah provinsi Kepulauan Bangka Belitung,"Join a community of over 180M users! Video chat, message &amp; find amazing stories",ooVoo LLC
132,com.suluhqolbu.sqpkp,SQ RADIO PANGKALPINANG,pemerintah provinsi Kepulauan Bangka Belitung,Radio Motivation and Family Inspiration,PT. Radio Suluh Qolbu
133,hd.video.downloader.app.hdvideodownloaderapp,HD Video Downloader App - 2019,pemerintah provinsi Kepulauan Bangka Belitung,Free &amp; Fast HD video downloader to download videos from social webs.,Leap Fitness Group
134,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah provinsi Kepulauan Bangka Belitung,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
135,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah provinsi Kepulauan Bangka Belitung,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
136,br.com.tapps.bidwars,Bid Wars - Auction Simulator,pemerintah provinsi Kepulauan Bangka Belitung,"Auction time! Search for rare items, profit and become a business millionaire!",Tapps Games
137,com.google.android.projection.gearhead,Android Auto,pemerintah provinsi Kepulauan Bangka Belitung,"Control maps, media and messaging, with the Google Assistant while you drive",Google LLC
138,com.gtarcade.lod,Legacy of Discord-FuriousWings,pemerintah provinsi Kepulauan Bangka Belitung,"EMBRACE next generation of ACTION RPGs, now with Transform!",GTarcade
139,id.siap.ppdb,SIAP PPDB,pemerintah provinsi Kepulauan Bangka Belitung,SIAP PPDB is a system to automate PPDB Online selection,SIAP Online
140,com.kabam.bigrobot,TRANSFORMERS: Forged to Fight,pemerintah provinsi Kepulauan Bangka Belitung,Join your favorite Bots in battle where Transformers universes collide!,"Kabam Games, Inc."
141,com.wb.goog.dc.legends,DC Legends: Fight Superheroes,pemerintah provinsi Kepulauan Bangka Belitung,Collect &amp; Level Up DC Superheroes &amp; Villains in the Ultimate Battle for Justice!,Warner Bros. International Enterprises
142,com.google.android.apps.youtube.kids,YouTube Kids,pemerintah provinsi Kepulauan Bangka Belitung,Encourage kids to discover the world with a suite of parental controls,Google LLC
143,com.epicwaronline.ms,Mobile Strike,pemerintah provinsi Kepulauan Bangka Belitung,"The world&#39;s largest MMO with the biggest action hero, Arnold Schwarzenegger!",Epic War
144,com.heliosinteractive.ben10,Ben 10: Alien Experience,pemerintah provinsi Kepulauan Bangka Belitung,Battle bad guys in augmented reality and turn your selfies into Ben 10’s aliens!,Cartoon Network
145,com.blockycars.online,Blocky Cars: tank wars & robot games,pemerintah provinsi Kepulauan Bangka Belitung,"Tanks, robots, cars and all you&#39;ve dreamed to drive! Have fun in tanking games!",Full HP: Shooters & Action Games
146,com.com2us.acefishing.normal.freefull.google.global.android.common,Ace Fishing: Wild Catch,pemerintah provinsi Kepulauan Bangka Belitung,Journey to the world&#39;s most beautiful destinations and fish for real in paradise,Com2uS
147,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah provinsi Kepulauan Bangka Belitung,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
148,com.doubletapsoftware.basketballbattle,Basketball Battle,pemerintah provinsi Kepulauan Bangka Belitung,Battle people in fast paced streetball matches.,DoubleTap Software
149,com.wb.goog.injustice,Injustice: Gods Among Us,pemerintah provinsi Kepulauan Bangka Belitung,Build an epic roster of DC heroes and villains and get ready for battle!,Warner Bros. International Enterprises
150,com.berita.kalbar.bangkitlaboratory,Berita Kalbar (Berita Kalimantan Barat),pemerintah provinsi Kalimantan Barat,Regional News Portal Application of West Kalimantan Province,Bangkit Laboratory
151,com.berita.kalteng,Berita Kalimantan Tengah (Kalteng),pemerintah provinsi Kalimantan Barat,The Central Kalimantan (Central Kalimantan) News application provides info from OK sources,YOYOG APP
152,com.radio.kalbar,Radio Kalimantan Barat,pemerintah provinsi Kalimantan Barat,Special radio broadcasts for West Kalimantan Province,YOYOG APP
153,id.go.sulselprov.smartoffice,SmartOffice Prov. Sulsel,pemerintah provinsi Kalimantan Barat,Application Letter of the Province of South Sulawesi,Pemerintah Provinsi Sulawesi Selatan
154,com.borneo.asus.dayakngaju,Dayak Ngaju,pemerintah provinsi Kalimantan Barat,Dayak Ngaju language learning apps in Central Kalimantan,Borneo IT
155,com.oprex.nopol,Cek Pajak Kendaraan,pemerintah provinsi Kalimantan Barat,"Check vehicle tax JABAR, JATIM, RIAU, SUMBAR, DIY, KALBAR, SULSEL",Oprex Studio
156,com.berita.sampit,Berita Sampit,pemerintah provinsi Kalimantan Barat,beritasampit.co.id references information trusted by the public &amp; keeps on innovating,BeritaSampit.co.id
157,com.google.earth,Google Earth,pemerintah provinsi Kalimantan Barat,Find satellite images of any location. Discover cities and mountains with tours.,Google LLC
158,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah provinsi Kalimantan Barat,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
159,com.life360.android.safetymapd,Life360: Family Locator & GPS Tracker for Safety,pemerintah provinsi Kalimantan Barat,"Comprehensive family safety membership plans for busy, modern life.",Life360
