,appId,title,gov_name,summary,developer
4023,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Ciamis,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
4024,com.yellowpages.android.ypmobile,YP - The Real Yellow Pages,pemerintah kota kabupaten Ciamis,"Quickly find great local businesses, view menus, find cheap gas &amp; more with YP.",Yellowpages
4025,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Sumba Barat,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
4026,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Sumba Barat,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
4027,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Sumba Barat,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
4028,com.oovoo,"ooVoo Video Calls, Messaging & Stories",pemerintah kota kabupaten Sumba Barat,"Join a community of over 180M users! Video chat, message &amp; find amazing stories",ooVoo LLC
4029,com.fun.jigsaw.puzzle.kids,Jigsaw Go - Classic Jigsaw Puzzles,pemerintah kota kabupaten Sumba Barat,"A classic puzzle game. Relax, enjoy and train your brain with 2000+ picture",Super Puzzles
4030,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Sumba Barat,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
4031,mbinc12.mb32b,Free Music MP3 Player (Download LITE),pemerintah kota kabupaten Sumba Barat,Free Legal Music &amp; MP3 Player! (not MP3 music downloader or free music download),MixerBox© - Music & MP3 Player App Free Download
4032,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Sumba Barat,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
4033,com.wwe.universe,WWE,pemerintah kota kabupaten Sumba Barat,"Download the WWE app for the latest news, announcements, results and more!","WWE, Inc."
4034,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Sumba Barat,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
4035,com.google.earth,Google Earth,pemerintah kota kabupaten Sumba Barat,Find satellite images of any location. Discover cities and mountains with tours.,Google LLC
4036,com.til.timesnews,"India News, Latest News App, Live News Headlines",pemerintah kota kabupaten Sumba Barat,"News App: Live News, Latest News in Hindi, Tamil, Telugu &amp; 9 Indian languages",Times Internet Limited
4037,com.hatsune.eagleee,Scooper News: Local News & Viral Videos Around You,pemerintah kota kabupaten Sumba Barat,"Follow Local and global trending News, viral videos, with or without data",Transbyte App
4038,com.com2us.acefishing.normal.freefull.google.global.android.common,Ace Fishing: Wild Catch,pemerintah kota kabupaten Sumba Barat,Journey to the world&#39;s most beautiful destinations and fish for real in paradise,Com2uS
4039,me.dingtone.app.im,"Free Phone Call App, Free Texting + Calling Number",pemerintah kota kabupaten Sumba Barat,"Free WiFi calling app, free call and text app, free phone number for prank calls","Dingtone, Inc."
4040,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Sumba Barat,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
4041,com.google.android.projection.gearhead,Android Auto,pemerintah kota kabupaten Sumba Barat,"Control maps, media and messaging, with the Google Assistant while you drive",Google LLC
4042,com.espn.score_center,ESPN,pemerintah kota kabupaten Sumba Barat,"Get scores, news, alerts &amp; watch live sports",Disney
4043,com.gotv.nflgamecenter.us.lite,NFL,pemerintah kota kabupaten Sumba Barat,"The official app of the NFL is the best, pure football app for any fan!",NFL Enterprises LLC
4044,com.sygic.aura,Sygic GPS Navigation & Offline Maps,pemerintah kota kabupaten Sumba Barat,Sygic GPS Navigation with 3D offline maps is compatible with Android Auto.,Sygic.
4045,com.taggedapp,"Tagged - Meet, Chat & Dating",pemerintah kota kabupaten Sumba Barat,Chill and Chat with Tagged Live Video 🥳<br>⚡The #1 App with Over 300Mil peeps⚡,Ifwe Inc.
4046,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah kota kabupaten Sumba Barat,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
4047,com.doubletapsoftware.basketballbattle,Basketball Battle,pemerintah kota kabupaten Sumba Barat,Battle people in fast paced streetball matches.,DoubleTap Software
4048,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Sumba Barat,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
4049,com.gameinsight.airport,Airport City - transport manager,pemerintah kota kabupaten Sumba Barat,"Collect all sorts of airplanes, customize your airport, and live like a tycoon!",Game Insight
4050,com.kabupatenserang.kabupatenserang,SIALIP,pemerintah kota kabupaten Serang,Information Systems and Public Information Services (SIALIP),Kabupaten Serang
4051,com.anindyacode.cekktp,Cek KTP,pemerintah kota kabupaten Serang,Aplikasi Cek NIK pada KTP,Anindya Code
4052,com.BerkahDevHgl.cara_cek_nik_ktp_dan_kk_onlinee,Cara Cek Nik Ktp Dan KK Online,pemerintah kota kabupaten Serang,The complete NIK KTP Electronic Check application is easy to use. ✅,best wallpaper & hd free
4053,com.presensisiswa.istanamulia,ISTANA MULIA,pemerintah kota kabupaten Serang,Special Application ISTANA NOBLE,Presensi Siswa
4054,com.sambat.banten,SAMBAT - SAMSAT BANTEN HEBAT,pemerintah kota kabupaten Serang,Vehicle Tax Check Application in the Banten Province Region,Bapenda Provinsi Banten
4055,com.paciran.ceknikktp,Cek NIK KTP Anda,pemerintah kota kabupaten Serang,Complete guide on how to check your ID card,Mayang Madu
4056,com.mybotbanten.botbanten,BANTEN ON TIME,pemerintah kota kabupaten Serang,Online Transportation Application,Masa Dewasa
4057,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Serang,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
4058,com.loker.banten,Loker Banten,pemerintah kota kabupaten Serang,Banten lockers are job vacancies application located in Banten Province,"Media Berkah, Dev"
4059,com.thunkable.android.rudiadadisini.cek_stnk_kendaraan,Cek Pajak STNK Anda,pemerintah kota kabupaten Serang,Application of motor vehicle registration tax checks,Droidot Publisher
4060,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Serang,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
4061,com.azizamedia.cara_cek_ktp_dan_kk_online,cara cek KTP dan KK Online 2020,pemerintah kota kabupaten Serang,how to check your KTP and KK Online 2020,aziza media
4062,air.com.goodgamestudios.empirefourkingdoms,Empire: Four Kingdoms | Medieval Strategy MMO,pemerintah kota kabupaten Serang,"Fight medieval kings, build alliances &amp; conquer enemies with PVP battle strategy",Goodgame Studios
4063,com.cctvatcsjalanan.semuakotaindonesia,CCTV ATCS Semua Kota di Indonesia,pemerintah kota kabupaten Serang,Information and News ATCS CCTV Street All Cities in Indonesia,KangHendar79_dev
4064,semarangkota.sidenok,SI D'nOK - Dukcapil Kota Semarang,pemerintah kota kabupaten Serang,SI D&#39;nOK (Sistem Informasi Dokumen On-line Kependudukan),Pemerintah Kota Semarang
4065,com.tocaboca.tocalifeworld,Toca Life World: Build stories & create your world,pemerintah kota kabupaten Serang,"Create storylines, make unique characters &amp; build your own exciting world",Toca Boca
4066,id.go.kemnaker,Sisnaker: Sistem Informasi Ketenagakerjaan,pemerintah kota kabupaten Serang,The best application to improve skills and get a job,Kemnaker
4067,com.vjy.ceknikktponline,Cek NIK KTP Online,pemerintah kota kabupaten Serang,Displays the results of the 16-digit NIK KTP Online codification (ID &amp; KK),VJY Apps
4068,com.sandboxol.indiegame.skywar,Sky Wars for Blockman Go,pemerintah kota kabupaten Serang,"Building, exploring, and fighting on floating islands!",Blockman GO Studio
4069,com.sandboxol.indiegame.eggwars,Egg Wars,pemerintah kota kabupaten Serang,Protect your dragon egg and destroy others&#39; egg in Eggs Wars for Blockman Go.,Blockman GO Studio
4070,com.sygic.aura,Sygic GPS Navigation & Offline Maps,pemerintah kota kabupaten Serang,Sygic GPS Navigation with 3D offline maps is compatible with Android Auto.,Sygic.
4071,com.hts.ams,Army Men Strike: Toy Wars,pemerintah kota kabupaten Serang,Build your toy army and rule the battlefield using your best strategy skills.,Volcano Force
4072,com.sandboxol.indiegame.bedwar,Bed Wars,pemerintah kota kabupaten Serang,Pick up your weapon to defeat your enemies and protect your bed!,Blockman GO Studio
4073,com.heliosinteractive.ben10,Ben 10: Alien Experience,pemerintah kota kabupaten Serang,Battle bad guys in augmented reality and turn your selfies into Ben 10’s aliens!,Cartoon Network
4074,com.blockycars.online,Blocky Cars: tank wars & robot games,pemerintah kota kabupaten Serang,"Tanks, robots, cars and all you&#39;ve dreamed to drive! Have fun in tanking games!",Full HP: Shooters & Action Games
4075,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Mukomuko,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
4076,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Mukomuko,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
4077,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Mukomuko,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
4078,app.zenly.locator,"Zenly - Your map, your people",pemerintah kota kabupaten Mukomuko,From Snap Inc.,ZENLY
4079,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Mukomuko,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
4080,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Mukomuko,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
4081,org.wikipedia,Wikipedia,pemerintah kota kabupaten Mukomuko,"The official app for Wikipedia, the world’s largest source of information.",Wikimedia Foundation
4082,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Mukomuko,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
4083,com.hatsune.eagleee,Scooper News: Local News & Viral Videos Around You,pemerintah kota kabupaten Mukomuko,"Follow Local and global trending News, viral videos, with or without data",Transbyte App
4084,com.gameinsight.airport,Airport City - transport manager,pemerintah kota kabupaten Mukomuko,"Collect all sorts of airplanes, customize your airport, and live like a tycoon!",Game Insight
4085,com.google.earth,Google Earth,pemerintah kota kabupaten Mukomuko,Find satellite images of any location. Discover cities and mountains with tours.,Google LLC
4086,io.voodoo.crowdcity,Crowd City,pemerintah kota kabupaten Mukomuko,The real crowd experience!,VOODOO
4087,com.jrdcom.filemanager,File Manager -- Take Command of Your Files Easily,pemerintah kota kabupaten Mukomuko,Explore your files efficiently &amp; free up space with File Manager on Android.,mie-alcatel.support
4088,com.til.timesnews,"India News, Latest News App, Live News Headlines",pemerintah kota kabupaten Mukomuko,"News App: Live News, Latest News in Hindi, Tamil, Telugu &amp; 9 Indian languages",Times Internet Limited
4089,com.playappking.busrush,Bus Rush,pemerintah kota kabupaten Mukomuko,Bus Rush is an amazing running game for Android! Start running now!,Play365
4090,com.fsp.android.phonetracker,Find My Phone,pemerintah kota kabupaten Mukomuko,Can&#39;t find your iPhone or Android phone? Use Find My Phone to get it back fast!,Family Safety Production
4091,com.jakarta.baca,Baca - Baca Berita Terkini & Video Humor,pemerintah kota kabupaten Mukomuko,Make you never miss the news!,Baca Family
4092,com.yottagames.mafiawar,Mafia City,pemerintah kota kabupaten Mukomuko,Become the revered Godfather.That&#39;s How Mafia Works!,YottaGame
4093,com.transsion.filemanagerx,FileManager Pro free up space WhatsApp status save,pemerintah kota kabupaten Mukomuko,File Manager ---Professional<br> WhatsApp status saver,Shalltry Group
4094,com.google.android.apps.youtube.kids,YouTube Kids,pemerintah kota kabupaten Mukomuko,Encourage kids to discover the world with a suite of parental controls,Google LLC
4095,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Mukomuko,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
4096,com.guardian.security.pri,APUS Security:Antivirus Master,pemerintah kota kabupaten Mukomuko,"Antivirus,proteger y limpiar virus mejor que Security Master",APUS Group
4097,com.epicwaronline.ms,Mobile Strike,pemerintah kota kabupaten Mukomuko,"The world&#39;s largest MMO with the biggest action hero, Arnold Schwarzenegger!",Epic War
4098,com.particlenews.newsbreak,NewsBreak: Local News that Connects the Community,pemerintah kota kabupaten Mukomuko,Reconnect with your neighborhood and stay updated with local news near you!,Particle Media Inc.
4099,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Mukomuko,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
4100,com.privacystar.android.metro,Metro Name ID,pemerintah kota kabupaten Metro,"Stop unwanted calls from scammers, telemarketers, and other questionable caller.",PrivacyStar
4101,com.filechooser.pkbonline,PKB ONLINE (Dinas Perhubungan Kota Metro),pemerintah kota kabupaten Metro,Online PKB Motor Vehicle Registration ONLINE,LampungTech
4102,com.tranzmate,Moovit: All Local Transit & Mobility Options,pemerintah kota kabupaten Metro,"Timing, navigation &amp; trip planning for all transit types.1 app to plan,pay,ride.",Moovit
4103,com.metropcs.metrozone,MetroZone,pemerintah kota kabupaten Metro,What if every phone unlock made your day just a little better? Imagine unlock...,Metro by T-Mobile
4104,com.metro.minus1,MetroPlay,pemerintah kota kabupaten Metro,Browse and stream the latest content from your favorite digital channels.,Metro by T-Mobile
4105,com.thunkable.android.rudiadadisini.cek_stnk_kendaraan,Cek Pajak STNK Anda,pemerintah kota kabupaten Metro,Application of motor vehicle registration tax checks,Droidot Publisher
4106,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Metro,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
4107,com.nuance.nmc.sihome.metropcs,myMetro,pemerintah kota kabupaten Metro,MyMetro allows Metro by T-Mobile customers to make changes to their account.,Metro by T-Mobile
4108,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Metro,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
4109,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Metro,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
4110,id.my.match.dataku,DataKu : Cek Data Nomor KTP dan NPWP,pemerintah kota kabupaten Metro,Check the Number Data on the KTP Card and NPWP.,S1Creative
4111,com.cctvatcsjalanan.semuakotaindonesia,CCTV ATCS Semua Kota di Indonesia,pemerintah kota kabupaten Metro,Information and News ATCS CCTV Street All Cities in Indonesia,KangHendar79_dev
4112,com.metropcs.service.vvm,Visual Voicemail by MetroPCS,pemerintah kota kabupaten Metro,View and Listen to your Voicemails,Metro by T-Mobile
4113,id.co.unila.navia.infosekolah,Sekolah Metro,pemerintah kota kabupaten Metro,Application Distribution of Public Schools in Metro City Lampung Province Based Android,Ilmu Komputer Universitas Lampung
4114,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Metro,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
4115,com.credainashik.app,CREDAI Nashik Metro,pemerintah kota kabupaten Metro,"The CREDAI-Nashik App for Members and Vendors, credai nashik",Tribe Appsoft Pvt. Ltd.
4116,com.heliosinteractive.ben10,Ben 10: Alien Experience,pemerintah kota kabupaten Metro,Battle bad guys in augmented reality and turn your selfies into Ben 10’s aliens!,Cartoon Network
4117,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Metro,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
4118,com.sygic.aura,Sygic GPS Navigation & Offline Maps,pemerintah kota kabupaten Metro,Sygic GPS Navigation with 3D offline maps is compatible with Android Auto.,Sygic.
4119,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Metro,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
4120,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Metro,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
4121,com.motorola.fmplayer,FM Radio,pemerintah kota kabupaten Metro,Listen to your favorite FM radio stations for free on your Motorola phone,Motorola Mobility LLC.
4122,com.robtopx.geometrydashworld,Geometry Dash World,pemerintah kota kabupaten Metro,Geometry Dash is back with a brand new adventure!,RobTop Games
4123,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Metro,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
4124,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Metro,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
4125,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Melawi,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
4126,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Melawi,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
4127,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Melawi,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
4128,com.presensisiswa.smanegeri1pinohutara,SMA NEGERI 1 PINOH UTARA,pemerintah kota kabupaten Melawi,Special Application for SMA NEGERI 1 PINOH UTARA,Presensi Siswa
4129,com.motorola.fmplayer,FM Radio,pemerintah kota kabupaten Melawi,Listen to your favorite FM radio stations for free on your Motorola phone,Motorola Mobility LLC.
4130,com.heliosinteractive.ben10,Ben 10: Alien Experience,pemerintah kota kabupaten Melawi,Battle bad guys in augmented reality and turn your selfies into Ben 10’s aliens!,Cartoon Network
4131,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Melawi,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
4132,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Melawi,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
4133,io.voodoo.crowdcity,Crowd City,pemerintah kota kabupaten Melawi,The real crowd experience!,VOODOO
4134,com.google.earth,Google Earth,pemerintah kota kabupaten Melawi,Find satellite images of any location. Discover cities and mountains with tours.,Google LLC
4135,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Melawi,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
4136,me.dingtone.app.im,"Free Phone Call App, Free Texting + Calling Number",pemerintah kota kabupaten Melawi,"Free WiFi calling app, free call and text app, free phone number for prank calls","Dingtone, Inc."
4137,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah kota kabupaten Melawi,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
4138,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Melawi,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
4139,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Melawi,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
4140,com.wordmobile.prisonstorm,Prison Escape,pemerintah kota kabupaten Melawi,Launch your escape plan step by step in #1 prison themed open world escape game!,Words Mobile
4141,com.robtopx.geometrydashworld,Geometry Dash World,pemerintah kota kabupaten Melawi,Geometry Dash is back with a brand new adventure!,RobTop Games
4142,com.particlenews.newsbreak,NewsBreak: Local News that Connects the Community,pemerintah kota kabupaten Melawi,Reconnect with your neighborhood and stay updated with local news near you!,Particle Media Inc.
4143,com.google.android.play.games,Google Play Games,pemerintah kota kabupaten Melawi,"Play games instantly, save progress, and earn achievements.",Google LLC
4144,com.gotv.nflgamecenter.us.lite,NFL,pemerintah kota kabupaten Melawi,"The official app of the NFL is the best, pure football app for any fan!",NFL Enterprises LLC
4145,com.candyrufusgames.survivalcrafttrial,Survivalcraft Demo,pemerintah kota kabupaten Melawi,Explore infinite world and survive in a realistic environment full of animals.,Candy Rufus Games
4146,air.com.mobigrow.canyouescape,Can You Escape,pemerintah kota kabupaten Melawi,Download this game now and lets see if You are clever enough to escape.,MobiGrow
4147,org.wikipedia,Wikipedia,pemerintah kota kabupaten Melawi,"The official app for Wikipedia, the world’s largest source of information.",Wikimedia Foundation
4148,com.jrdcom.filemanager,File Manager -- Take Command of Your Files Easily,pemerintah kota kabupaten Melawi,Explore your files efficiently &amp; free up space with File Manager on Android.,mie-alcatel.support
4149,com.playcreek.DeathWorm_Free,Death Worm™ Free,pemerintah kota kabupaten Melawi,Take control of a Giant Death Worm and unleash The Power on your enemies!,PlayCreek LLC
4150,com.berita.sulteng,Berita Sulteng (Berita Daerah Sulawesi Tengah),pemerintah kota kabupaten Palu,Central Sulawesi Regional News Portal Application Most Up to Date and Complete,Bangkit Laboratory
4151,com.banuacoders.pico.app,PICO SulTeng,pemerintah kota kabupaten Palu,Central Sulawesi PICO,Banua Coder
4152,com.BerkahDevHgl.cara_cek_nik_ktp_dan_kk_onlinee,Cara Cek Nik Ktp Dan KK Online,pemerintah kota kabupaten Palu,The complete NIK KTP Electronic Check application is easy to use. ✅,best wallpaper & hd free
4153,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Palu,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
4154,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Palu,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
4155,com.anindyacode.cekktp,Cek KTP,pemerintah kota kabupaten Palu,Aplikasi Cek NIK pada KTP,Anindya Code
4156,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah kota kabupaten Palu,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
4157,com.motorola.fmplayer,FM Radio,pemerintah kota kabupaten Palu,Listen to your favorite FM radio stations for free on your Motorola phone,Motorola Mobility LLC.
4158,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Palu,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
4159,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Palu,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
4160,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Palu,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
4161,com.candyrufusgames.survivalcrafttrial,Survivalcraft Demo,pemerintah kota kabupaten Palu,Explore infinite world and survive in a realistic environment full of animals.,Candy Rufus Games
4162,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Palu,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
4163,ru.brothersappsandgames.smashdiyslimefidgetslimy,Smash Diy Slime - Fidget Slimy,pemerintah kota kabupaten Palu,Safe slime on your phone! Magic effect! ASMR - antistress,Brothers Apps And Games
4164,com.guardian.security.pri,APUS Security:Antivirus Master,pemerintah kota kabupaten Palu,"Antivirus,proteger y limpiar virus mejor que Security Master",APUS Group
4165,com.jrdcom.filemanager,File Manager -- Take Command of Your Files Easily,pemerintah kota kabupaten Palu,Explore your files efficiently &amp; free up space with File Manager on Android.,mie-alcatel.support
4166,com.mohitdev.minebuild,BlockBuild: Craft Your Dream World,pemerintah kota kabupaten Palu,"A sandbox you can enjoy, you can make the world of your dreams.",Vertex Soft
4167,app.zenly.locator,"Zenly - Your map, your people",pemerintah kota kabupaten Palu,From Snap Inc.,ZENLY
4168,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Palu,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
4169,com.electricfoal.buildingsformcpe,Buildings for Minecraft,pemerintah kota kabupaten Palu,Cool buildings on your Minecraft map in one click!,Addons for Minecraft
4170,com.gamecircus.PrizeClaw,Prize Claw,pemerintah kota kabupaten Palu,Fun is up for grabs!,Game Circus LLC
4171,com.google.earth,Google Earth,pemerintah kota kabupaten Palu,Find satellite images of any location. Discover cities and mountains with tours.,Google LLC
4172,com.games.smashersio,Smashers.io - Fun io games,pemerintah kota kabupaten Palu,Smash em all and don&#39;t get hit! Download this NEW battle royale io game!,CASUAL AZUR GAMES
4173,com.heliosinteractive.ben10,Ben 10: Alien Experience,pemerintah kota kabupaten Palu,Battle bad guys in augmented reality and turn your selfies into Ben 10’s aliens!,Cartoon Network
4174,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Palu,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
4175,com.anindyacode.cekktp,Cek KTP,pemerintah kota kabupaten Pamekasan,Aplikasi Cek NIK pada KTP,Anindya Code
4176,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Pamekasan,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
4177,com.xajist.radio.kita,Radio Kita - Live Madura,pemerintah kota kabupaten Pamekasan,Radio We Pamekasan Madura 69 313,Alka Media - Apps
4178,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Pamekasan,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
4179,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Pamekasan,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
4180,com.motorola.fmplayer,FM Radio,pemerintah kota kabupaten Pamekasan,Listen to your favorite FM radio stations for free on your Motorola phone,Motorola Mobility LLC.
4181,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Pamekasan,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
4182,com.oovoo,"ooVoo Video Calls, Messaging & Stories",pemerintah kota kabupaten Pamekasan,"Join a community of over 180M users! Video chat, message &amp; find amazing stories",ooVoo LLC
4183,me.dingtone.app.im,"Free Phone Call App, Free Texting + Calling Number",pemerintah kota kabupaten Pamekasan,"Free WiFi calling app, free call and text app, free phone number for prank calls","Dingtone, Inc."
4184,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Pamekasan,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
4185,com.yellowpages.android.ypmobile,YP - The Real Yellow Pages,pemerintah kota kabupaten Pamekasan,"Quickly find great local businesses, view menus, find cheap gas &amp; more with YP.",Yellowpages
4186,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Pamekasan,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
4187,com.gameinsight.airport,Airport City - transport manager,pemerintah kota kabupaten Pamekasan,"Collect all sorts of airplanes, customize your airport, and live like a tycoon!",Game Insight
4188,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Pamekasan,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
4189,com.jakarta.baca,Baca - Baca Berita Terkini & Video Humor,pemerintah kota kabupaten Pamekasan,Make you never miss the news!,Baca Family
